,Article,Keywords,Location,Latitude,Longitude,Timestamp,Date mm-dd-yyyy,Crime
25,"The Haryana Police has arrested three more people in connection with the killing of a 27-year-old gym trainer, who was attacked by a group of 15 men who had allegedly intercepted his car and assaulted him in Nuh district last month.
Gym trainer Asif Khan and his two cousins were returning from Sohna when the incident occurred on May 16.
""The three arrested accused are Rohit alias Kala, a resident of Udaka, Pardeep alias Patwari and Amit, both residents of Kheda Khalilpur. The trio, missing since the incident, have been arrested following secret information,"" a Haryana Police spokesperson said here on Monday.
He said while Rohit was arrested on Monday, two other accused were caught on June 6.With their arrest, a total of 13 accused have been arrested in this case, he said.
Police had earlier formed a Special Investigation Team in the case headed by a DSP rank officer to arrest the accused.The car in which Khan and his cousins were travelling was intercepted near a plywood factory in Atta village in Nuh by about 15 men who were travelling in cars and motorcycles. They allegedly attacked Khan with sticks and some other weapons, and later fled, the police had then said.","['monday', 'june', 'gym trainer asif khan', 'may', 'cars', 'motorcycles', 'old gym trainer', 'cousins', 'total', 'secret information', 'nuh district', 'kheda khalilpur', 'trio', 'rohit', 'police', 'dsp rank officer', 'amit', 'plywood factory', 'haryana police spokesperson', 'rohit alias kala', 'killing', 'incident', 'special investigation team', 'khan', 'year', 'car', 'pardeep alias patwari', 'other weapons', 'residents', 'resident', 'nuh', 'atta village', 'sticks', 'connection', 'group', 'men', 'haryana police', 'more people', 'last month', 'sohna', 'arrest', 'case', 'udaka']",Chandigarh,30.73242948,76.78113452,18:39:00,06-07-2021,Murder
26,"Tension has reigned in Haryana's Nuh district since Sunday after a 27-year-old gym instructor's body was found hours after his kidnapping by people mostly from his own village. The police had to baton charge angry mobs and fire in the air to disperse them at a few places where they protested the killing. Many of those who attended the victim's funeral on Monday, too, pelted stones at the police.
Asif Hussain, a resident of Kheda Khalilpur in Nuh, was kidnapped yesterday while he was out with two cousins getting some medicines. They were first waylaid by a dozen people and beaten up. Mr Hussain was then taken away, leaving his battered cousins behind at the scene of abduction.
The complainants alleged that their attackers shot Hussain and also used other weapons on him. His body was found only later.
Nuh Superintendent of Police Narendra Singh said there was no ""Hindu-Muslim angle"" to the incident. The two groups allegedly had a tiff going which was often resolved by senior members of the village till then, he said. The key accused belong to Mr Hussain's village, Kheda Khalilpur, some of whom have been arrested while the rest are on the run, the police said.
""Both the groups face cases under sections of the Arms Act and for assault. Six accused have been arrested. An SIT has been constituted which is probing the case,"" Mr Singh said.
A post-mortem was conducted on Mr Hussain's body on Monday. The police later arrested 10 persons who allegedly pelted stones at the police during the funeral.  
Local Congress MLA Aftab Ahmed pleaded for justice saying the accused were persons of a ""crooked nature"".In the meantime, mobs blocked the Kundali - Manesar - Palwal Expressway late last night over the killing. The police had to baton charge angry protesters and even fire in the air disperse them at another spot. Many a vehicle's windshield was shattered in the stone pelting.SP Singh appealed to the protesters to be patient, saying the police was with the victim's family. All efforts will be made to conduct the trial in a fast-track court.","['sp singh', 'air', 'nuh superintendent', 'complainants', 'post -', 'last night', 'tiff', 'muslim angle', 'abduction', 'baton', 'family', 'run', 'other weapons', 'palwal expressway', 'funeral', 'mr singh', 'dozen people', 'hindu', 'cousins', 'meantime', 'nuh district', 'kheda khalilpur', 'police narendra singh', 'police', 'cases', 'protesters', 'incident', 'year', 'justice', 'rest', 'mobs', 'attackers', 'few places', 'stone pelting', 'victim', 'sections', 'vehicle', 'yesterday', 'tension', 'spot', 'track court', 'village', 'haryana', 'first waylaid', 'sit', 'own village', 'killing', 'mr hussain', 'crooked nature""', 'nuh', 'sunday', 'belong', 'trial', 'case', 'kundali', 'efforts', 'monday', 'angry protesters', 'old gym instructor', 'body', 'angry mobs', 'stones', 'people', 'asif hussain', 'windshield', 'hours', 'scene', 'assault', 'groups', 'local congress mla aftab ahmed', 'resident', 'persons', 'senior members', 'manesar', 'medicines', 'kidnapping', 'hussain', 'arms act', 'fire']",Nuh,28.10152214,76.99302071,23:28:00,05-17-2021,"[Kidnap,murder]"
27,"A 17-year-old girl, a class 12 student, was allegedly drugged and raped by five youths, including the cousin of one of her friends, near her village in Kurukshetra district, police said on Thursday.
Three of the accused have been arrested by the police while efforts are on to arrest two others, an official said.Among the three arrested, two are 18 years old while the third one is a juvenile, who was sent to an observation home.Sub-Inspector Praveen Kaur, who is investigating the case, said, ""One of the accused youths is a cousin of the victim's friend.""She said the victim had gone to her friend's house after school on February 22 when she felt dizziness and her friend told her that her cousin would drop her at homeThe accused, however, took the victim to a place near Umri Chowk in Kurukshetra where four other accused, including a youth who works at a hotel and the juvenile, were already present, and they all raped her there, the SI said, quoting the victim's complaint to the police.At the time of committing the crime, the accused had also drugged the girl, the SI said.Kurukshetra's Superintendent of Police Himanshu Garg told media persons that an FIR was registered based on the complaint filed by the victim's father.According to the complaint, her father had dropped her at the school at 7 am on February 22, the SP said.As per the complaint, after school hours, she used to go to a centre for the English-speaking course at 1.30 pm and return home by 4 pm.The victim's family members got worried when she failed to return home till evening, the SP said, adding they contacted the coaching centre and were informed that the girl did not attend the course that day.""The parents started searching for her. At about 7 pm, when they were going to the police station at Barara chowk for filing a case, they saw two boys with a girl coming on a motorcycle from the Ladwa town side.
""They recognised her from the school dress when the motorcycle reached near them. While the girl was seated in the middle, the boy sitting behind her had been pointing a country-made pistol at her head,"" the complaint said.The girl's family members intercepted the motorcycle and managed to rescue the girl after overpowering one of the accused, the police said, adding at that time too, the girl was in a drugged state.","['february', 'place', 'complaint', 'official', 'ladwa town side', 'english', 'school hours', 'head', 'centre', 'thursday', 'day', 'youth', 'sub - inspector praveen kaur', 'umri chowk', 'dizziness', 'school dress', 'drugged state', 'boy', 'course', 'police', 'school', 'boys', 'pistol', 'media persons', 'si', 'police station', 'sp', 'friends', 'village', 'pm', 'year', 'house', 'country', 'police himanshu garg', 'crime', 'third one', 'old girl', 'father', 'family members', 'victim', 'evening', 'observation home', 'student', 'kurukshetra district', 'class', 'cousin', 'others', 'friend', 'youths', 'time', 'girl', 'years', 'superintendent', 'barara chowk', 'kurukshetra', 'juvenile', 'motorcycle', 'middle', 'parents', 'case', 'fir', 'hotel', 'efforts']",Kurukshetra,29.96496436,76.86868317,16:09:00,02-25-2021,Gang rape
28,"Haryana Police on Monday said a gang had allegedly escaped with a container truck carrying five Mercedes cars worth ₹ 3.5 crore in Nuh district, but the case was cracked within hours and an accused involved in the crime was arrested.
A Haryana Police spokesperson said the incident took place on the intervening night of Sunday and Monday.The accused intercepted the container driver at gunpoint, tied him up with a rope and escaped with the vehicle which was loaded with Mercedes cars.Soon, someone alerted the police and special teams were formed to recover the looted cars, he said.Working on the intelligence and other inputs, police teams conducted raids and arrested an accused identified as Razzak, a resident of Nai in Nuh district, near a petrol pump. The team also recovered the container laden with Mercedes cars.""The arrested accused is being thoroughly interrogated to nab the other gang members involved in this incident. Further probe is underway,"" he said.","['intervening night', 'monday', 'container truck', 'cars', 'resident', 'gang', 'container', 'nuh district', 'worth ₹', 'someone', 'other inputs', 'case', 'other gang members', 'place', 'mercedes cars', 'crore', 'special teams', 'police', 'vehicle', 'gunpoint', 'rope', 'nai', 'intelligence', 'hours', 'raids', 'sunday', 'police teams', 'haryana police', 'haryana police spokesperson', 'incident', 'razzak', 'team', 'further probe', 'crime', 'petrol pump', 'container driver']",Nuh,28.10152214,76.99302071,12:11:00,10-06-2020,Theft
35," A 70-year-old woman and her daughter-in-law were found dead at their home in northeast Delhi's Subhash Park area on Tuesday.
The deceased were identified as Vimla Devi and her daughter-in-law Doli Rai 45. Their family was in the business of pooja samagri' said police.A senior police officer said Doli's sons Sarthak Rai and Shashank Rai had gone to Rishikesh and Mussoorie for two-three days. They found the bodies after they returned home and informed the police.A PCR call was received around 4.20 am about the murder in the Welcome police station area, the officer said.""Prima facie, the cause of death appears to be stabbing,"" the police said.","['officer', 'subhash park area', 'shashank rai', 'law', 'death', 'sons sarthak rai', 'mussoorie', 'daughter', 'old woman', 'days', 'family', 'law doli rai', 'business', 'senior police officer', 'pooja samagri', 'police', 'vimla devi', '""prima facie', 'year', 'murder', 'home', 'tuesday', 'northeast delhi', 'bodies', 'pcr call', 'doli', 'welcome police station area', 'cause']","subhash nagar,delhi",28.63858212,77.11494948,11:56:00,08-16-2022,murder
36,"Four men have been arrested for stabbing a 25-year-old hotel management graduate to death in full public view at a busy market in south Delhi’s Begumpur area on Friday.Police said on Saturday that the victim was urinating on the wall of the Vijay Mandal monument, locally called the Qila, when the mother of one of the accused who had come looking for her son objected to the act. An argument ensued during which the victim, Mayank Panwar, slapped one of the accused, Manish. The latter left and returned with friends, chased Panwar and stabbed him several times.Police identified the youth involved as Manish,19, Rahul alias Bihari, 19, Ashish Tanwar, 20 and Suraj, 19. The weapons of offence and the clothes worn by the accused at the time of the incident have been recovered.Benita Mary Jaiker, DCP (South), said, “During interrogation, the youths said they were having alcohol at the monument when the argument over the urinating arose Manish, who was there with his friend, Vikas Panwar, retorted when Manish took him on and also slapped him. The latter then summoned friends for help. Vikas and Mayank fled when the group pelted stones at them. But Manish was overpowered near a market and stabbed to death.","['manish', 'monument', 'interrogation', 'weapons', 'men', 'act', 'rahul alias bihari', 'youths', 'help', 'alcohol', 'death', 'several times', 'wall', 'old hotel management graduate', 'market', 'clothes', 'benita mary jaiker', 'vikas panwar', 'argument', 'mayank panwar', 'offence', 'police', 'busy market', 'mayank', 'south', 'victim', 'mother', 'vikas', 'suraj', 'time', 'son', 'friends', 'vijay mandal monument', 'ashish tanwar', 'full public view', 'saturday', 'urinating', 'year', 'stones', 'dcp', 'group', 'incident', 'begumpur area', 'panwar', 'friend', 'friday', 'qila', 'manish,19', 'south delhi', 'youth','stabbed']",delhi,28.71414627,77.2168081,07:08:00,08-14-2022,murder
37,"Delhi Police on Wednesday arrested two people who were involved in a robbery of Rs 10 lakh from a collection agent in Janakpuri.
The accused were identified as Sohan Saroj (40) and Vinod Saroj (29). DCP (special cell) Jasmeet Singhsaid on July 14, a collection agent was returning to his company after collecting Rs 10 lakh, when he was robbed at gunpoint near District Centre flyover by the accused.During the investigation, cops analysed CCTV footage of various spots.","['sohan saroj', 'people', 'robbery', 'rs', 'janakpuri', 'district centre flyover', 'gunpoint', 'cctv footage', 'vinod saroj', 'lakh', 'jasmeet singhsaid', 'investigation', 'various spots', 'collection agent', 'delhi police', 'july', 'dcp', 'wednesday', 'special cell', 'company', 'cops']",janakpuri,28.62267975,77.08777817,07:02:00,08-11-2022,roberry
38,"A shocking case of gang-rape of a 16-year-old girl in Delhi has come to light as the Delhi Police arrested all the three men accused in the case. The men drove the car from Vasant Vihar in south Delhi to Mahipalpur, as per news reports. The incident took place on July 6 and police received the complaint on July 8. Based on the complainant's statement, a case against all the three accused - aged 23, 25, and 35 years - has been registered under relevant sections of Rape in the Indian Penal Code and the Protection of Children from Sexual Offences (POCSO) Act.Police said that the victim had gone for a ride with all the three accused persons in their car at around 8.30 pm on July 6. ""A PCR call from S.J. Hospital was received around 4 am on July 8 where the caller informed about the incident of harassment with the minor,"" Delhi Police was quoted by news agency ANI. ""On examination with the counsellor, the girl disclosed that two known men met her near Vasant Vihar market on July 6 and offered for a joy ride, where all the four went to Mahipalpur and consumed liquor. Thereafter, they went to a lonely place where the men raped her inside the car,"" police said.
However, no external injuries to the victim have been reported, as per ANI report.  Further investigation into the matter is underway. ","['vasant vihar', 'news reports', 'protection', 'harassment', 'girl', 'car', 'shocking case', 'rape', 'news agency ani', 'liquor', 'pcr call', 'complainant', 'delhi', 'year', 'case', 'complaint', 'july', 'children', 'ride', 'incident', 'persons', 'mahipalpur', 'light', 'known men', 'further investigation', 'victim', 'old girl', 'lonely place', 'place', 'years', 'examination', 'police', 'south delhi', 'ani report', 'relevant sections', 'statement', 'delhi police', 'joy ride', 'men', 'pocso', 's.j. hospital', 'sexual offences', 'caller', 'gang', 'indian penal code', 'counsellor', 'minor', 'external injuries', 'act', 'pm', 'matter', 'vasant vihar market']",vasant vihar,28.56175787,77.1600708,08:30:00,07-15-2022,gang rape
39,"A 25-year-old man was stabbed to death by some people after an argument in south Delhi's Malviya Nagar area.Police had received a call on Thursday about stabbing of a man near gate number 3 of Begumpur's DDA Market.Vikas Panwar, Mayank's friend, told police that the incident happened around 7 pm Thursday when they both were sitting at Qila, Begumpur in Malviya Nagar, where 4-5 men picked an argument with Mayank, the DCP said.Mayank is seen running and being chased by some people. They catch up with him near a car and one of the accused, wearing white pants, stabs him several times.","['several times', 'people', 'death', 'car', 'pm thursday', 'malviya nagar area', 'year', 'dcp', 'incident', 'gate number', 'qila', 'friend', 'mayank', 'malviya nagar', 'police', 'south delhi', 'man', 'white pants', 'men', 'begumpur', 'thursday', 'call', 'argument', 'dda market', 'vikas panwar', 'old man']",malviya nagar,28.53441549,77.21003006,07:00:00,08-12-2022,murder
40,"A 20-year-old woman was allegedly abducted, sexually assaulted and paraded by her attackers on the streets of east Delhi's Kasturba Nagar with her hair chopped, face blackened and a shoe garland around her neck, police said on Thursday. Four people have been arrested.The incident took place on Wednesday afternoon. The woman was at her husband's home in Anand Vihar when the accused who lived near her mother's place in Kasturba Nagar abducted her, police said, describing the incident as the result of personal enmity.","['people', 'woman', 'east delhi', 'personal enmity', 'old woman', 'year', 'streets', 'incident', 'kasturba nagar', 'place', 'face', 'police', 'result', 'attackers', 'anand vihar', 'husband', 'home', 'neck', 'mother', 'thursday', 'wednesday afternoon', 'hair', 'shoe garland','sexually assaulted']",Anand Vihar,28.65130783,77.3050029,01:18:00,01-27-2022,rape
41,"a four-year-old girl was raped in the Bapa Nagar area under the Prasad Nagar police station in Delhi.The crime was committed on Tuesday and the police have identified the accused named Dipesh. He works at a jeans manufacturing factory near the girl’s house.The girl used to go there often while playing. It is alleged that the accused raped her using a false pretext of giving her toffees.The girl later narrated the whole incident to her family members and they informed the police. The accused was also beaten up by the girl`s family and nearby people after the incident.
","['girl', 'prasad nagar police station', 'house', 'nearby people', 'delhi', 'year', 'incident', 'girl`s family', 'old girl', 'tuesday', 'family members', 'police', 'dipesh', 'false pretext', 'whole incident', 'crime', 'jeans manufacturing factory','raped', 'toffees', 'bapa nagar area']",bapa nagar,28.65508743,77.18118628,10:48:00,02-27-2022,rape
42,"A 22-year-old BCA student was arrested for allegedly creating a fake profile of a woman on social media with her name and photos and writing sexually charged text in description, police said on Frida
The accused has been identified as Ankit Kumar, a native of Bihar, they said.The victim, who had been getting harassing calls from several people since the profile was created, was a friend of the girlfriend of the accused, police said.
The woman had filed a complaint on April 1 alleging that she had been getting harassing calls from different people.
Later, she came to know someone had created a fake social media account in her name posting her photos with sexual context.
The accused had also allegedly shared her mobile number on the fake profile, a senior police officer said.
After investigating the matter, police conducted a raid in Uttam Nagar area and nabbed Kumar, Deputy Commissioner of Police Shankar Choudhary said.Kumar during interrogation revealed that he was not happy with his girlfriend's closeness with the woman, and also disapproved of the latter's ""lifestyle"".He said that on March 30, her girlfriend went to the victim's house for her birthday party despite his refusal, which infuriated him.The same day there ensued a heated row between him and the woman over the matter, and she ""insulted"" him in front his girlfriend, the DCP said.To take revenge, Kumar pulled some of the photos of the complainant from her social media account, edited them, and created a social media account with them, police said.He also sent sexually charged messages and content from the complainant's fake account to her followers, they added.","['ankit kumar', 'old bca student', 'someone', 'mobile number', 'march', 'messages', 'woman', 'profile', 'deputy commissioner', 'front', 'house', 'complainant', 'year', 'complaint', 'dcp', 'social media', 'different people', 'girlfriend', 'victim', 'friend', 'native', 'latter', 'description', 'calls', 'several people', 'heated row', 'sexual context', 'police', 'interrogation', 'same day', 'fake social media account', 'senior police officer', 'kumar', 'frida', 'text', 'lifestyle""', 'revenge', 'bihar', 'fake profile', 'name', 'raid', 'uttam nagar area', 'social media account', 'followers', 'closeness', 'refusal', 'birthday party', 'police shankar choudhary', 'april', 'matter', 'photos', 'content', 'fake account']",delhi,28.72498543,77.08909205,22:43:00,06-03-2022,harasment
43,"After a fight broke out between some school students, a 19-year boy was shot dead in Delhi's Dwarka, said Police. The incident happened on Saturday in front of Akshay Public School in Sector 16 A of Dwarka.The person deceased has been identified as Khurshid while the one booked for firing at him was identified as Sahil alias Monu alias Lather. Khurshid was rushed to Tarak Hospital where he was declared brought dead,"" stated Delhi Police.So far, three people, including Sahil have been arrested by the police. A country-made pistol along with one empty cartridge has been recovered from his possession. A First Information Report (FIR) has been lodged against Sahil and he has been booked.","['fight', 'sahil alias monu alias lather', 'people', 'front', 'delhi', 'saturday', 'incident', 'sahil', 'akshay public school', 'sector', 'year boy', 'empty cartridge', 'police', 'pistol', 'tarak hospital', 'country', 'khurshid', 'delhi police', 'fir', 'first information report', 'school students', 'dwarka', 'possession', 'person']",delhi,28.57192895,76.9448965,22:08:00,06-24-2022,shot dead
49,"A 19-year-old woman was allegedly abducted and gang-raped in Churu district of Rajasthan, police said on Friday.
The incident occurred on Thursday afternoon and an FIR was registered in the evening, they said.
According to the FIR, the woman was abducted by an acquaintance, Naresh Jat, and two other people. They allegedly took her to a room and raped her.The accused are on the run, the police said, adding that the medical examination of the victim is being conducted.","['naresh jat', 'fir', 'run', 'acquaintance', 'room', 'year', 'medical examination', 'incident', 'friday', 'police', 'other people', 'victim', 'old woman', 'churu district', 'woman', 'gang', 'rajasthan', 'evening', 'thursday afternoon']",Jaipur,26.89616487,75.80977386,19:07:00,07-15-2022,Gang rape
50," A woman was arrested on Monday for allegedly killing her three-month-old daughter by throwing her on the floor over a petty dispute with husband in a village in Rajasthan's Dholpur district, police said.
The woman was produced before a court from where she was sent to judicial custody on Monday.
The incident had occurred on June 16 in Bhura Sundra village of the district and a complaint was filed by the husband of the woman on June 17, Mania SHO Suman Kumar said.
Chanchal, the accused, was allegedly miffed with her husband over some jewellery she couldn't have, and was not talking to her husband for the last few days, police said.
When Krishan Kumar, her husband, tried making her understand, she threw the infant who was in her lap, they said.The baby was taken to a hospital where she died while undergoing treatment, police said.""Based on the FIR registered by the woman's husband, she was arrested today and produced before a court from where she was sent to jail,"" Mr Kumar said.","['chanchal', 'last few days', 'husband', 'fir', 'baby', 'bhura sundra village', 'monday', 'complaint', 'krishan kumar', 'treatment', 'judicial custody', 'jewellery', 'jail', 'incident', 'old daughter', 'lap', 'month', 'police', 'mr kumar', 'village', 'june', 'hospital', 'floor', 'dholpur district', 'woman', 'infant', 'court', 'rajasthan', 'district', 'mania sho suman kumar', 'today', 'petty dispute']",Dholpur,26.69275689,77.88598946,23:24:00,07-20-2022,Murder
51," A Protection of Children from Sexual Offences (POCSO) court in Rajasthan's Kota on Monday sentenced a man to 20 years of imprisonment for abducting and raping a minor girl.
Sanjay Bairwa, 22, resident of Bombay Yojana under Mahaveer Nagar police station of Kota city, had committed the crime against the 15-year-old in 2019, public prosecutor, POCSO court - III, Lalit Sharma said.

He had taken the girl to his friend's relative's house and raped her there. Later he took her to a few other places, where he raped her again. Eventually he was arrested by the police and the minor girl was rescued, he said.The court has also slapped penalty of ₹ 70,000 upon the convict.","['relative', 'few other places', 'imprisonment', 'monday', 'protection', 'year', 'pocso court', 'penalty', 'police', 'house', 'bombay yojana', 'man', 'mahaveer nagar police station', 'kota', 'lalit sharma', 'children', 'kota city', 'convict', 'iii', 'minor girl', 'sexual offences', 'friend', 'resident', 'public prosecutor', 'years', '₹', 'sanjay bairwa', 'court', 'girl', 'rajasthan', 'pocso', 'crime']",Kota,25.21501509,75.86376892,20:33:00,06-20-2022,Rape
52,"A man allegedly killed his wife and two minor daughters by hitting them with a heavy stone in Rajasthan's Udaipur district, police said Monday.
The incident happened Sunday night in Upalisubari village, they said.
Reportedly, the accused, Popat Lal, 35, battered his wife and two daughters with a stone after a domestic row and ran away. Lal is still on the run, SHO Kotda Pawan Singh said.
The victims were identified as Kali Devi, 30, and her two daughters - a three-year-old Sumitra, and two-year-old Bani.
The couple had an eight-year-old son too, who was present at the scene. It was he who had rushed to his maternal grandfather and told him about the incident, police said.
The bodies of the victims have been kept in the mortuary of a local hospital for post mortem, police said.
On the basis of the complaint lodged by the father of the victim, a case of murder has been registered against Popat Lal and a search is on to arrest him.","['upalisubari village', 'run', 'monday', 'complaint', 'lal', 'daughters', 'year', 'old bani', 'case', 'victims', 'incident', 'scene', 'sho kotda pawan singh', 'basis', 'old son', 'stone', 'couple', 'police', 'sunday night', 'victim', 'man', 'minor daughters', 'heavy stone', 'old sumitra', 'local hospital', 'mortuary', 'kali devi', 'bodies', 'post mortem', 'rajasthan', 'popat lal', 'udaipur district', 'search', 'wife', 'domestic row', 'maternal grandfather', 'murder', 'father']",Jaipur,26.90473772,75.8873648,19:50:00,06-06-2022,Murder
53,"A four-year-old girl was allegedly raped in Hindaun in Rajasthan's Karauli district, police said on Saturday.
She was fast asleep in her hut when the accused allegedly kidnapped and raped her, they said.
The girl has been medically examined. She is undergoing treatment and police teams are searching for the accused, Karauli Superintendent of Police Shailendra Singh said, adding that a case has been registered.
The accused left the girl near her hut after committing the crime, he said. ","['rajasthan', 'treatment', 'karauli district', 'saturday', 'karauli superintendent', 'police', 'case', 'police shailendra singh', 'girl', 'old girl', 'police teams', 'year', 'hindaun', 'hut', 'crime']",Jaipur,26.90473772,75.8873648,17:20:00,05-28-2022,"[Kidnap,Rape]"
54,"Two people were arrested on Sunday for allegedly raping a woman twice on the pretext of helping her reach a bus stand in Jodhpur a couple of days ago, police said.
They identified the accused as Kuldeep Bishnoi (23), a student, and Baburam Jat (22), a cab driver.
The woman, around 18 years old, had been married off at 14. Three years later, she allegedly killed her sister-in-law, for which she was detained and lodged in a correctional home in Mandor.
On Friday night, she fled the correctional home to see her child, who is being taken care of by her parents at her native place in Jhanwar near Jodhpur city.
Police said she first sought Bishnoi's help to reach the bus stand from where she could board a bus to Jhanwar.
""He offered her a lift, but took her to his room instead. He allegedly raped her and dropped her at a nearby bridge,"" Station House Officer, Mandor, Manish Dev said.
According to the SHO, Bishnoi is a relative of a policeman posted at the Mandor station.Later, Baburam saw her sitting near the bridge and enquired what brought her there in the midnight.
""When she told him that she wanted to go to the bus stand, Baburam offered her lift in his cab but took her near Kailana lake, raped her and then dropped her at the bus stand at about 5.30 am on Saturday,"" the SHO said.
The woman finally managed to reach her home and narrated her ordeal to her parents, who took her to the Mandor police station and filed a complaint.
According to the police, this was the woman's second escape from the correctional home. She had fled for the first time in October last year as she wanted to see her child, the official said.","['relative', 'correctional home', 'room', 'midnight', 'bus stand', 'jhanwar', 'complaint', 'friday night', 'manish dev', 'baburam jat', 'second escape', 'lift', 'saturday', 'jodhpur', 'couple', 'police', 'last year', 'parents', 'native place', 'days', 'law', 'cab', 'sunday', 'child', 'policeman', 'first time', 'mandor police station', 'jodhpur city', 'home', 'cab driver', 'pretext', 'nearby bridge', 'kuldeep bishnoi', 'people', 'bishnoi', 'mandor station', 'kailana lake', 'woman', 'october', 'years', 'sister', 'help', 'sho', 'station house officer', 'student', 'bus', 'bridge', 'mandor', 'official', 'baburam', 'care', 'ordeal']",Jodhpur,26.24355525,73.00925472,12:22:00,05-23-2022,Rape
55,"Thieves stole a high-voltage cable between Bomadara and Rajkiawas railway stations on the Jodhpur-Pali route here, police said on Sunday.
Launching an investigation into the matter, the Railway Police arrested two people and recovered about 100-metre-long copper cable from them.
According to Senior Divisional Security Commissioner Anurag Meena, the thieves, identified as Shankar Lal (25) and Hans Raj (28), had left some tools used in cutting the wire on the spot over a week ago.
A team of the RPF visited over 400 shops to gather information.“It came to notice that saw blades were purchased from a hardware shop in Pali a few days ago. Two people purchasing these blades, barely five hours before the incident,” the officer said.The identity of the two persons was established after a rigorous exercise in the surrounding areas and the breakthrough was achieved when they were identified as Shankar Lal and Hans Raj from Sardar Samand.
The duo admitted to have executed the theft with two other persons, who are yet to be arrested. They sold a part of the stolen cable to two people, one of which has been arrested.","['team', 'shops', 'saw blades', 'duo', 'railway police', 'hans', 'thieves', 'hans raj', '“it', 'officer', 'incident', 'rajkiawas railway stations', 'week', 'investigation', 'persons', 'jodhpur', 'police', 'few days', 'blades', 'theft', 'pali', 'rigorous exercise', 'other persons', 'voltage cable', 'part', 'sunday', 'pali route', 'cable', 'sardar samand', 'people', 'wire', 'information', 'matter', 'breakthrough', 'areas', 'identity', 'rpf', 'hours', 'hardware shop', 'bomadara', 'spot', 'long copper cable', 'tools', 'shankar lal', 'metre', 'senior divisional security commissioner anurag meena']",Jodhpur,26.24293938,73.02367427,22:37:00,06-12-2022,Theft
56,"Two men allegedly raped a 12-year-old girl with her grandfather allowing one of them to do so for months, causing the victim to become pregnant, police said on Thursday.
The three men, including the girl's 70-year-old grandfather, were arrested on Wednesday after the victim fell ill in school on Monday and medical examination found her to be five-month pregnant, they said.
Superintendent of Police (SP), Bundi, Jai Yadav said, the girl, belonging to a tribal community, was allegedly raped by her maternal grandfather's friend Ramlal Bheel (50).
The grandfather, a liquor addict, had allegedly allowed the crime to take place in the house. On some occasions, Ramlal used to pay ₹ 500 to the girl's grandfather, police said.
The girl, along with her mentally challenged mother, lived at her grandfather's place for over a decade. Her father had died 12 years ago.
Another accused in the case, Ajay Bairwa (20), also allegedly raped the girl multiple times in six months and threatened her with dire consequences if she told anyone about it, police said.
Police lodged a case of gang rape under relevant sections of the IPC and POCSO Act against the girl's grandfather and the other two accused at the Talera police station and arrested them on Wednesday.
""They were on Thursday produced before a court in Bundi that sent them in judicial custody,"" SHO of Talera police station Digvijay Singh said.The girl is undergoing medical treatment and permission for abortion has been obtained, the SHO added.","['thursday', 'grandfather', 'monday', 'old girl', 'talera police station digvijay singh', 'year', 'mother', 'months', 'tribal community', 'case', 'medical examination', 'judicial custody', 'permission', 'anyone', 'relevant sections', 'abortion', 'police', 'house', 'ramlal', 'liquor addict', 'ajay bairwa', 'victim', 'decade', 'superintendent', 'medical treatment', 'school', 'month pregnant', '₹', 'old grandfather', 'occasions', 'men', 'years', 'ipc', 'court', 'girl', 'sp', 'multiple times', 'gang rape', 'place', 'wednesday', 'dire consequences', 'sho', 'maternal grandfather', 'jai yadav', 'father', 'pocso act', 'bundi', 'crime', 'friend ramlal bheel', 'talera police station']",Kota,25.21536865,75.86337941,22:26:00,05-12-2022,Rape
57,"A 22-year-old man was stabbed to death by his two friends following an argument between them at a liquor party, police said on Thursday.
The deceased was identified as Rajesh Kumar Bairwa, a resident of Prem Nagar II under Udyog Nagar police station area. He worked as a two-wheeler mechanic, they said.
Bairwa was having liquor with his two friends, Nitesh Harijan and Malkhan Lodha, on Wednesday night in Prem Nagar when he got into an argument with them over a trivial issue. In a fit of rage, Harijan and Lodha attacked Bairwa with a knife, injuring him grievously, said Manoj Sikarwal, Circle Inspector at Udyog Nagar police station.
According to the initial investigation, there was no old enmity between the victim and the two accused, the police said.
A case has been registered under Section 302 (murder) of the Indian Penal Code against the two accused, who are daily wage labourers and are on the run. Four police teams have been formed to nab them, they said.The victim was rushed to the MBS Hospital, where he succumbed to his injuries. The body was handed over to Bairwa's family after a post-mortem examination, he said.","['friends', 'malkhan lodha', 'prem nagar', 'lodha', 'run', 'thursday', 'manoj sikarwal', 'wednesday night', 'year', 'police teams', 'case', 'wheeler mechanic', 'rajesh kumar bairwa', 'trivial issue', 'udyog nagar police station', 'mbs hospital', 'injuries', 'police', 'old enmity', 'fit', 'circle inspector', 'victim', 'daily wage labourers', 'death', 'argument', 'family', 'old man', 'resident', 'post - mortem examination', 'harijan', 'nitesh harijan', 'rage', 'indian penal code', 'body', 'udyog nagar police station area', 'liquor party', 'initial investigation', 'liquor', 'prem nagar ii', 'section', 'murder', 'bairwa', 'knife']",Kota,25.21536865,75.86337941,18:42:00,01-13-2022,Murder
